id,abstract,authorships.author.display_name,authorships.author.id,authorships.author.orcid,authorships.countries,authorships.institutions.display_name,authorships.institutions.id,authorships.is_corresponding,best_oa_location.license,citation_normalized_percentile.value,cited_by_count,corresponding_institution_ids,display_name,doi,funders.display_name,fwci,ids.pmid,is_retracted,language,open_access.is_oa,open_access.oa_status,primary_location.source.display_name,primary_location.source.id,primary_location.source.issn_l,primary_location.source.type,primary_topic.display_name,publication_date,publication_year,type
https://openalex.org/W2993090129,,David Israël,https://openalex.org/A5112121545,,,,,True,,0.31572756,2,,"William J. Rapaport, Logical foundations for belief representation, Cognitive science, vol. 10 (1986), pp. 371–422.",https://doi.org/10.2307/2274876,,0.0,,False,en,False,closed,Journal of Symbolic Logic,https://openalex.org/S177675236,0022-4812,journal,"Logic, Reasoning, and Knowledge",1989-06-01,1989,article
https://openalex.org/W4312801186,,David H. Ackley|Geoffrey E. Hinton|Terrence J. Sejnowski,https://openalex.org/A5014696096|https://openalex.org/A5108093963|https://openalex.org/A5044141636,||https://orcid.org/0000-0002-0622-7391,||,,,True|False|False,,0.55234834,3,,"(1985) David H. Ackley, Geoffrey E. Hinton, and Terrence J. Sejnowski, ""A learning algorithm for Boltzmann machines,"" Cognitive Science 9: 147-169",https://doi.org/10.7551/mitpress/4943.003.0039,,0.0,,False,en,False,closed,The MIT Press eBooks,https://openalex.org/S4306463997,,ebook platform,Neural Networks and Applications,1988-04-07,1988,book-chapter
https://openalex.org/W2112325651,"Much of the progress in the fields constituting cognitive science has been based upon the use of explicit information processing models, almost exclusively patterned after conventional serial computers. An extension of these ideas to massively parallel, connectionist models appears to offer a number of advantages. After a preliminary discussion, this paper introduces a general connectionist model and considers how it might be used in cognitive science. Among the issues addressed are: stability and noise-sensitivity, distributed decision-making, time and sequence problems, and the representation of complex concepts.",Jerome A. Feldman|D.H. Ballard,https://openalex.org/A5106731608|https://openalex.org/A5002822166,https://orcid.org/0000-0001-7889-6933|https://orcid.org/0000-0002-2587-4818,US|US,University of Rochester|University of Rochester,https://openalex.org/I5388228|https://openalex.org/I5388228,True|False,,0.97775645,345,https://openalex.org/I5388228,Connectionist models and their properties,https://doi.org/10.1016/s0364-0213(82)80001-3,,9.8142,,False,en,True,bronze,Cognitive Science,https://openalex.org/S78735424,0364-0213,journal,Neural Networks and Applications,1982-09-01,1982,book
https://openalex.org/W2129270174,,Jerry A. Fodor,https://openalex.org/A5109636964,,US,Massachusetts Institute of Technology,https://openalex.org/I63966007,True,,0.99981125,642,https://openalex.org/I63966007,Précis of <i>The Modularity of Mind</i>,https://doi.org/10.1017/s0140525x0001921x,,358.6923,,False,en,False,closed,Behavioral and Brain Sciences,https://openalex.org/S59628311,0140-525X,journal,Philosophy and History of Science,1985-03-01,1985,article
https://openalex.org/W2323839062,,Harvey Siegel,https://openalex.org/A5061696203,https://orcid.org/0000-0002-2725-8883,US,Sonoma State University,https://openalex.org/I158011677,True,,0.71102791,16,https://openalex.org/I158011677,On the Parallel Between Piagetian Cognitive Development and the History of Science,https://doi.org/10.1177/004839318201200403,,0.71978185,,False,en,False,closed,Philosophy of the Social Sciences,https://openalex.org/S188481820,0048-3931,journal,Cognitive Science and Education Research,1982-12-01,1982,article
https://openalex.org/W43465498,,Bernhard Bierschenk|Inger Bierschenk,https://openalex.org/A5077600062|https://openalex.org/A5037237180,|,|,,,True|False,,0.00541382,1,,"Concept Formulation, Part II: Measurement of Formulation Processes. Cognitive Science Research No. 11.",,,0.0,,False,en,False,closed,,,,,Cognitive Science and Mapping,1986-01-01,1986,article
https://openalex.org/W132925766,,Bernard W. Kobes,https://openalex.org/A5006210895,,,,,True,,0.03430672,1,,"Individualism and the cognitive sciences (tyler burge, psychology, prototype theory, artificial intelligence, david marr)",,,0.0,,False,en,False,closed,,,,,Scientific Research and Philosophical Inquiry,1986-01-01,1986,article
https://openalex.org/W2727317583,,Michael I. Posner,https://openalex.org/A5047424481,https://orcid.org/0000-0002-7060-987X,,,,True,,0.3034915,1,,"Isolating Attention Systems: A Cognitive-Anatomical Analysis. Cognitive Science Program, Technical Report No. 86-3.",,,0.0,,False,en,False,closed,,,,,"Neuroscience, Education and Cognitive Function",1986-05-01,1986,article
https://openalex.org/W2007237137,,,,,,,,,,0.99928622,531,,Modularity in Knowledge Representation and Natural-Language Understanding,https://doi.org/10.7551/mitpress/4735.001.0001,,113.3791,,False,en,False,closed,The MIT Press eBooks,https://openalex.org/S4306463997,,ebook platform,linguistics and terminology studies,1987-09-10,1987,book
https://openalex.org/W3000709485,,Robert Cummins,https://openalex.org/A5113705659,,US,University of Colorado Boulder,https://openalex.org/I188538660,True,,0.54376583,2,https://openalex.org/I188538660,"Zenon W. Pylyshyn Computation and Cognition: Toward a Foundation for Cognitive Science (Cambridge, MA: Bradford Books/MIT Press1984). Pp. 292.",https://doi.org/10.1080/00455091.1988.10717171,,0.2175,,False,en,False,closed,Canadian Journal of Philosophy,https://openalex.org/S41191225,0045-5091,journal,Cognitive Science and Education Research,1988-03-01,1988,article
https://openalex.org/W3207021134,,David E. Rumelhart|James L. McClelland,https://openalex.org/A5048240638|https://openalex.org/A5020224649,|https://orcid.org/0000-0002-8217-405X,|,,,True|False,,0.97033081,552,,Parallel distributed processing: explorations in the microstructure of cognition. Volume 1. Foundations,,,6.6375,,False,en,False,closed,OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information),https://openalex.org/S4306402487,,repository,Neural Networks and Applications,1986-01-01,1986,article
https://openalex.org/W2994381361,,R. H. Barbá|Linda J. Merchant,https://openalex.org/A5029131338|https://openalex.org/A5021681764,https://orcid.org/0000-0003-1086-1579|https://orcid.org/0000-0002-3668-0760,|,,,True|False,,0.80887563,14,,The effects of embedding generative cognitive strategies in science software,,,1.1328,,False,en,False,closed,Journal of Computers in Mathematics and Science Teaching archive,https://openalex.org/S2764490175,,journal,Educational Games and Gamification,1990-10-01,1990,article
https://openalex.org/W3118075430,,G. P. Matthews|V. G. Brook|T. H. Khan‐Gandapur,https://openalex.org/A5109648718|https://openalex.org/A5055156909|https://openalex.org/A5015465196,https://orcid.org/0009-0006-0091-0233||,GB|GB|GB,University of Oxford|University of Oxford|University of Oxford,https://openalex.org/I40120149|https://openalex.org/I40120149|https://openalex.org/I40120149,True|False|False,,0.9613025,12,https://openalex.org/I40120149,Cognitive structure determinations as a tool in science teaching,https://doi.org/10.1080/0140528840060206,University of Oxford,4.991,,False,en,False,closed,European Journal of Science Education,https://openalex.org/S4210196261,0140-5284,journal,Innovative Educational Technologies,1984-04-01,1984,article
https://openalex.org/W1594369375,,Susan Carey,https://openalex.org/A5103973000,,,,,True,,0.99947917,3840,,Conceptual Change in Childhood,,,92.5188,,False,en,False,closed,Medical Entomology and Zoology,https://openalex.org/S4210197683,0424-7086,journal,Education and Critical Thinking Development,1985-01-01,1985,book
https://openalex.org/W2016288462,,John R. Anderson|C. Franklin Boyle|Albert T. Corbett|Matthew W. Lewis,https://openalex.org/A5108509252|https://openalex.org/A5052165282|https://openalex.org/A5105884325|https://openalex.org/A5101600849,https://orcid.org/0000-0002-3094-8885|||https://orcid.org/0000-0003-0375-4329,US|US|US|US,Carnegie Mellon University|Carnegie Mellon University|Carnegie Mellon University|Carnegie Mellon University,https://openalex.org/I74973139|https://openalex.org/I74973139|https://openalex.org/I74973139|https://openalex.org/I74973139,True|False|False|False,,0.99780286,522,https://openalex.org/I74973139,Cognitive modeling and intelligent tutoring,https://doi.org/10.1016/0004-3702(90)90093-f,,34.9784,,False,en,False,closed,Artificial Intelligence,https://openalex.org/S196139623,0004-3702,journal,Intelligent Tutoring Systems and Adaptive Learning,1990-02-01,1990,article
https://openalex.org/W2046682842,,Jean Lave,https://openalex.org/A5061396853,,US,"University of California, Irvine",https://openalex.org/I204250578,True,,,3582,https://openalex.org/I204250578,"Cognition in practice mind, mathematics, and culture in everyday life",https://doi.org/10.1017/cbo9780511609268,,,,False,en,False,closed,,,,,"Language, Metaphor, and Cognition",1988-01-01,1988,book
https://openalex.org/W1994959135,,Barry Gholson|Arthur C. Houts,https://openalex.org/A5023138735|https://openalex.org/A5034752937,|https://orcid.org/0000-0001-5755-423X,US|US,University of Memphis|University of Memphis,https://openalex.org/I94658018|https://openalex.org/I94658018,True|False,,0.86270492,8,https://openalex.org/I94658018,Toward a cognitive psychology of science,https://doi.org/10.1080/02691728908578522,,1.7187,,False,en,False,closed,Social Epistemology,https://openalex.org/S113020877,0269-1728,journal,Science Education and Pedagogy,1989-04-01,1989,article
https://openalex.org/W2323746689,,Pat Langley|Herbert A. Simon|Gary L. Bradshaw|Jan M. Żytkow,https://openalex.org/A5081275482|https://openalex.org/A5108357701|https://openalex.org/A5111802776|https://openalex.org/A5078955410,https://orcid.org/0000-0001-5260-7048|||,US|US|US|US,"University of California, Irvine|Carnegie Mellon University|University of Colorado System|University of Colorado Boulder|Wichita State University",https://openalex.org/I204250578|https://openalex.org/I74973139|https://openalex.org/I2802236040|https://openalex.org/I188538660|https://openalex.org/I39587148,True|False|False|False,,1.0,812,https://openalex.org/I204250578,Scientific Discovery: Computational Explorations of the Creative Processes,,,98.7729,,False,en,False,closed,Medical Entomology and Zoology,https://openalex.org/S4210197683,0424-7086,journal,Philosophy and History of Science,1987-01-01,1987,book
https://openalex.org/W330385311,,Åke Gabrielsson|Margareta Paulsson,https://openalex.org/A5058779170|https://openalex.org/A5050812838,|,|,,,True|False,,0.05516086,1,,Actors' General Conceptions and Strategies for Local Development: An Application of Perspective Text Analysis. Cognitive Science Research No. 28.,,,0.0,,False,en,False,closed,,,,,Local Economic Development and Planning,1989-01-01,1989,article
https://openalex.org/W1578244597,,Elliot Soloway|Jack Lochhead|John J. Clement,https://openalex.org/A5078721379|https://openalex.org/A5060263538|https://openalex.org/A5056607814,https://orcid.org/0000-0002-5724-1556||https://orcid.org/0000-0001-7302-5987,US|US|US,University of Massachusetts Amherst|University of Massachusetts Amherst|University of Massachusetts Amherst,https://openalex.org/I24603500|https://openalex.org/I24603500|https://openalex.org/I24603500,True|False|False,,1.0,70,https://openalex.org/I24603500,"DOES COMPUTER PROGRAMMING ENHANCE PROBLEM SOLVING ABILITY? SOME POSITIVE EVIDENCE ON ALGEBRA WORD PROBLEMS11This research was supported in part by NSF Grant SED 78-22043 in the Joint National Institute of Education — National Science Foundation Program of Research on Cognitive Processes and the Structure of Knowledge in Science and Mathematics. This research was also supported in part by a grant from the U.S. Army Research Institute for the Behavioral and Social Sciences, ARI Grant No. DHC-19-77-G-0012.",https://doi.org/10.1016/b978-0-12-634960-3.50023-3,,34.0,,False,en,False,closed,Elsevier eBooks,https://openalex.org/S4306463230,,ebook platform,Teaching and Learning Programming,1982-01-01,1982,book-chapter
https://openalex.org/W1683306583,,Wayne D. Gray|Michael E. Atwood,https://openalex.org/A5018754380|https://openalex.org/A5001113596,https://orcid.org/0000-0002-1704-7433|,|,,,True|False,,0.70127044,1,,"BOOK REVIEW: Cognitive Science and Its Applications for Human-Computer Interaction. Ed. by Raymonde Guindon (LEA NJ, 1988)",https://doi.org/10.1145/67900.1047340,,0.4818,,False,en,False,closed,ACM SIGCHI Bulletin,https://openalex.org/S4210208874,0736-6906,journal,Speech and dialogue systems,1989-01-02,1989,article
https://openalex.org/W2480787848,,Wayne D. Gray|Judith Orasanu,https://openalex.org/A5018754380|https://openalex.org/A5081156476,https://orcid.org/0000-0002-1704-7433|,|,,,True|False,,0.95888158,197,,Transfer of Cognitive Skills,https://doi.org/10.1016/b978-0-12-188950-0.50013-8,,5.6173,,False,en,False,closed,Elsevier eBooks,https://openalex.org/S4306463230,,ebook platform,Intelligent Tutoring Systems and Adaptive Learning,1987-01-01,1987,book-chapter
https://openalex.org/W1980626448,,F. Kubli,https://openalex.org/A5039506132,,,,,True,,0.46008952,8,,Piaget's Cognitive Psychology and its Consequences for the Teaching of Science,https://doi.org/10.1080/0140528790010103,,0.2175,,False,en,False,closed,European Journal of Science Education,https://openalex.org/S4210196261,0140-5284,journal,"Neuroscience, Education and Cognitive Function",1979-01-01,1979,article
https://openalex.org/W2082351950,,Michel Imbert,https://openalex.org/A5110302092,,,,,True,,0.92255726,6,,Neurosciences et sciences cognitives,https://doi.org/10.3917/deba.047.0130,,3.563,,False,fr,False,closed,Le Débat,https://openalex.org/S4210187654,0246-2346,journal,Linguistics and Discourse Analysis,1987-11-01,1987,article
https://openalex.org/W2321011310,,L. A. G. Strong,https://openalex.org/A5048468445,,,,,True,,0.99642292,360,,Chemistry and biology of social insects,https://doi.org/10.1016/0022-1910(88)90124-2,,24.4253,,False,en,False,closed,Journal of Insect Physiology,https://openalex.org/S98276404,0022-1910,journal,Insect and Arachnid Ecology and Behavior,1988-01-01,1988,article
https://openalex.org/W1881452490,,Helen M. Gigley,https://openalex.org/A5031991270,,US,University of New Hampshire,https://openalex.org/I161057412,True,,0.61507844,1,https://openalex.org/I161057412,"Review of Talking minds: the study of language in the cognitive sciences by Thomas G. Bever, John M. Carroll, and Lance A. Miller. The MIT Press 1984.",,,0.4194,,False,en,False,closed,Computational Linguistics,https://openalex.org/S155526855,0891-2017,journal,"Language, Metaphor, and Cognition",1986-01-01,1986,article
https://openalex.org/W1573957237,,Jonathan D. Kaye,https://openalex.org/A5110010768,,,,,True,,0.95471698,316,,Phonology : a cognitive view,,,4.3322,,False,en,False,closed,Medical Entomology and Zoology,https://openalex.org/S4210197683,0424-7086,journal,Phonetics and Phonology Research,1989-01-01,1989,book
https://openalex.org/W3200799568,,Howard Gardner,https://openalex.org/A5024191166,https://orcid.org/0000-0003-1515-4291,,,,True,,0.33998799,7,,The mind's new science : ahistory of the cognitive revolution,,,0.0,,False,en,False,closed,,,,,Cognitive Science and Education Research,1985-01-01,1985,article
https://openalex.org/W4312982345,,,,,,,,,,0.96700508,410,,"Neurocomputing, Volume 1",https://doi.org/10.7551/mitpress/4943.001.0001,,6.3105,,False,en,False,closed,The MIT Press eBooks,https://openalex.org/S4306463997,,ebook platform,Cognitive Computing and Networks,1988-04-07,1988,book
https://openalex.org/W2281877719,,Jeff Q. Bostic,https://openalex.org/A5004125740,https://orcid.org/0000-0002-0040-6612,,,,True,,,9,,"Cognitive styles: their consolidation and relationship, beyond cognitive developmental level and critical thinking ability, to understanding science",,,,,False,en,True,green,ThinkTech (Texas Tech University),https://openalex.org/S4306402519,,repository,Learning Styles and Cognitive Differences,1988-08-01,1988,dissertation
https://openalex.org/W1529054057,,David Feldman,https://openalex.org/A5005236939,https://orcid.org/0000-0002-3300-0379,,,,True,,0.97577855,294,,Beyond universals in cognitive development,,,11.5398,,False,en,False,closed,,,,,Creativity in Education and Neuroscience,1980-01-01,1980,book
https://openalex.org/W565878114,,Melvin J. Voigt|Gerhard J. Hanneman|Brenda Dervin|Usha Hariharan|William D. Richards|George A. Barnett|Franklin J. Boster,https://openalex.org/A5008445457|https://openalex.org/A5008794296|https://openalex.org/A5051689104|https://openalex.org/A5056770972|https://openalex.org/A5009985427|https://openalex.org/A5019464330|https://openalex.org/A5066969159,||||https://orcid.org/0000-0002-2042-5124|https://orcid.org/0000-0002-7511-1886|,||||||,,,True|False|False|False|False|False|False,,0.86075949,359,,Progress in Communication Sciences,,,1.1111,,False,en,False,closed,Medical Entomology and Zoology,https://openalex.org/S4210197683,0424-7086,journal,Opinion Dynamics and Social Influence,1982-04-01,1982,book
https://openalex.org/W2122988375,,Paul Smolensky,https://openalex.org/A5088217655,https://orcid.org/0000-0003-2420-182X,,,,True,,1.0,2074,,On the proper treatment of connectionism,https://doi.org/10.1017/s0140525x00052432,,151.1531,,False,en,False,closed,Behavioral and Brain Sciences,https://openalex.org/S59628311,0140-525X,journal,Child and Animal Learning Development,1988-03-01,1988,article
https://openalex.org/W2032621648,,Shimon Ullman,https://openalex.org/A5076637753,https://orcid.org/0000-0003-4331-298X,US,Massachusetts Institute of Technology,https://openalex.org/I63966007,True,,0.99052996,497,https://openalex.org/I63966007,Against direct perception,https://doi.org/10.1017/s0140525x0000546x,,11.8859,,False,en,False,closed,Behavioral and Brain Sciences,https://openalex.org/S59628311,0140-525X,journal,Visual perception and processing mechanisms,1980-09-01,1980,article
https://openalex.org/W2516473061,,John Haugeland,https://openalex.org/A5035560281,,US,University of Pittsburgh,https://openalex.org/I170201317,True,,0.74990858,1,https://openalex.org/I170201317,"Zenon W. Pylyshyn Computation and Cognition: Toward a Foundation for Cognitive Science. Cambridge, MA: Bradford Books/MIT Press, 1984, xxiii + 292 pp. $25.00.",https://doi.org/10.1086/289381,,0.5714,,False,en,False,closed,Philosophy of Science,https://openalex.org/S147691735,0031-8248,journal,Plant and Biological Electrophysiology Studies,1987-06-01,1987,article
https://openalex.org/W1970067515,,Margaret A. Boden,https://openalex.org/A5111442637,,,,,True,,0.98232495,203,,The Philosophy of Artificial Intelligence,,,11.5906,,False,en,False,closed,,,,,"Language, Discourse, Communication Strategies",1990-11-01,1990,book
https://openalex.org/W2144442672,,Daniel C. Dennett,https://openalex.org/A5083743331,https://orcid.org/0000-0003-1181-3093,US,Tufts University,https://openalex.org/I121934306,True,,0.9067134,391,https://openalex.org/I121934306,Précis of <i>The Intentional Stance</i>,https://doi.org/10.1017/s0140525x00058611,,2.4902,,False,en,False,closed,Behavioral and Brain Sciences,https://openalex.org/S59628311,0140-525X,journal,Embodied and Extended Cognition,1988-09-01,1988,article
https://openalex.org/W370217582,,Gary Lynch|Gordon M. Shepherd|Ira B. Black|Herbert P. Killackey,https://openalex.org/A5074348666|https://openalex.org/A5052931874|https://openalex.org/A5109987219|https://openalex.org/A5111798105,https://orcid.org/0000-0002-3520-8544|https://orcid.org/0000-0002-1455-8262||,|||,,,True|False|False|False,,0.99122807,198,,"Synapses, circuits, and the beginnings of memory",,,13.52486187,,False,en,False,closed,Medical Entomology and Zoology,https://openalex.org/S4210197683,0424-7086,journal,Plant and Biological Electrophysiology Studies,1986-01-01,1986,book
https://openalex.org/W2134400727,,David D. Woods|Emilie M. Roth,https://openalex.org/A5039866013|https://openalex.org/A5038368242,https://orcid.org/0000-0003-3131-2894|https://orcid.org/0000-0002-2943-887X,US|US,Westinghouse Electric (United States)|Westinghouse Electric (United States),https://openalex.org/I9217761|https://openalex.org/I9217761,True|False,,0.95324331,186,https://openalex.org/I9217761,Cognitive Engineering: Human Problem Solving with Tools,https://doi.org/10.1177/001872088803000404,,5.0164,,False,en,False,closed,Human Factors The Journal of the Human Factors and Ergonomics Society,https://openalex.org/S83386566,0018-7208,journal,AI-based Problem Solving and Planning,1988-08-01,1988,article
https://openalex.org/W2166632733,,Rand J. Spiro|Paul J. Feltovich|Richard L. Coulson|Daniel Anderson,https://openalex.org/A5087251070|https://openalex.org/A5004105564|https://openalex.org/A5000788566|https://openalex.org/A5002283225,|||https://orcid.org/0000-0002-5853-0472,GB|SS|US|GB|SS|US|GB|SS|US|GB|SS|US,University of Cambridge|Southern Illinois University School of Medicine|University of Illinois Urbana-Champaign|Bridge University|University of Illinois Urbana-Champaign|Southern Illinois University School of Medicine|University of Cambridge|Bridge University|Southern Illinois University School of Medicine|University of Illinois Urbana-Champaign|University of Cambridge|Bridge University|University of Cambridge|Bridge University|University of Illinois Urbana-Champaign|Southern Illinois University School of Medicine,https://openalex.org/I241749|https://openalex.org/I196729704|https://openalex.org/I157725225|https://openalex.org/I4210096386|https://openalex.org/I157725225|https://openalex.org/I196729704|https://openalex.org/I241749|https://openalex.org/I4210096386|https://openalex.org/I196729704|https://openalex.org/I157725225|https://openalex.org/I241749|https://openalex.org/I4210096386|https://openalex.org/I241749|https://openalex.org/I4210096386|https://openalex.org/I157725225|https://openalex.org/I196729704,True|False|False|False,,1.0,302,https://openalex.org/I157725225|https://openalex.org/I196729704|https://openalex.org/I241749|https://openalex.org/I4210096386,Multiple analogies for complex concepts: antidotes for analogy-induced misconception in advanced knowledge acquisition,https://doi.org/10.1017/cbo9780511529863.023,Army Research Institute for the Behavioral and Social Sciences,13.6797,,False,en,False,closed,Cambridge University Press eBooks,https://openalex.org/S4306462995,,ebook platform,Child and Animal Learning Development,1989-07-28,1989,book-chapter
https://openalex.org/W2048605107,,Roy G. D’Andrade,https://openalex.org/A5000579468,,US,"University of California, San Diego",https://openalex.org/I36258959,True,,0.97128181,362,https://openalex.org/I36258959,The Cultural Part of Cognition,https://doi.org/10.1207/s15516709cog0503_1,,6.458,,False,en,False,closed,Cognitive Science,https://openalex.org/S78735424,0364-0213,journal,"Categorization, perception, and language",1981-07-01,1981,article
https://openalex.org/W2168986749,,,,,,,,,,0.98317757,580,,Qualitative Reasoning About Physical Systems,https://doi.org/10.1016/c2009-0-08545-6,,10.283,,False,en,False,closed,Elsevier eBooks,https://openalex.org/S4306463230,,ebook platform,AI-based Problem Solving and Planning,1984-01-01,1984,book
